name,role,age,market_value,squadra,stagione
Germán Pezzella,"Germán Pezzella            




            Difensore centrale",27/giu/1991 (31),"5,00 mln €",ACF Fiorentina,2021
Luca Ranieri,"Luca Ranieri  




            Difensore centrale",23/apr/1999 (23),"2,50 mln €",ACF Fiorentina,2021
Matija Nastasić,"Matija Nastasić            




            Difensore centrale",28/mar/1993 (29),"1,50 mln €",ACF Fiorentina,2021
Filippo Frison,"Filippo Frison            




            Difensore centrale",30/lug/2002 (19),150 mila €,ACF Fiorentina,2021
Cristiano Biraghi,"Cristiano Biraghi            




            Terzino sinistro",01/set/1992 (29),"10,00 mln €",ACF Fiorentina,2021
Aleksa Terzic,"Aleksa Terzic            




            Terzino sinistro",17/ago/1999 (22),"1,50 mln €",ACF Fiorentina,2021
Álvaro Odriozola,"Álvaro Odriozola            




            Terzino destro",14/dic/1995 (26),"12,00 mln €",ACF Fiorentina,2021
Lorenzo Venuti,"Lorenzo Venuti            




            Terzino destro",12/apr/1995 (27),"3,00 mln €",ACF Fiorentina,2021
Lucas Torreira,"Lucas Torreira            




            Mediano",11/feb/1996 (26),"20,00 mln €",ACF Fiorentina,2021
Sofyan Amrabat,"Sofyan Amrabat            




            Mediano",21/ago/1996 (25),"10,00 mln €",ACF Fiorentina,2021
Erick Pulgar,"Erick Pulgar            




            Mediano",15/gen/1994 (28),"6,50 mln €",ACF Fiorentina,2021
Gaetano Castrovilli,"Gaetano Castrovilli            




            Centrale",17/feb/1997 (25),"12,00 mln €",ACF Fiorentina,2021
Alfred Duncan,"Alfred Duncan            




            Centrale",10/mar/1993 (29),"8,50 mln €",ACF Fiorentina,2021
Youssef Maleh,"Youssef Maleh  




            Centrale",22/ago/1998 (23),"5,00 mln €",ACF Fiorentina,2021
Marco Benassi,"Marco Benassi            




            Centrale",08/set/1994 (27),"2,40 mln €",ACF Fiorentina,2021
Alessandro Bianco,"Alessandro Bianco            




            Centrale",01/ott/2002 (19),350 mila €,ACF Fiorentina,2021
Giacomo Bonaventura,"Giacomo Bonaventura            




            Trequartista",22/ago/1989 (32),"3,00 mln €",ACF Fiorentina,2021
Riccardo Saponara,"Riccardo Saponara            




            Trequartista",21/dic/1991 (30),"2,50 mln €",ACF Fiorentina,2021
Vittorio Agostinelli,"Vittorio Agostinelli            




            Trequartista",21/feb/2002 (20),100 mila €,ACF Fiorentina,2021
Riccardo Sottil,"Riccardo Sottil            




            Ala sinistra",03/giu/1999 (23),"9,00 mln €",ACF Fiorentina,2021
Nico González,"Nico González            




            Ala destra",06/apr/1998 (24),"25,00 mln €",ACF Fiorentina,2021
Jonathan Ikoné,"Jonathan Ikoné            




            Ala destra",02/mag/1998 (24),"18,00 mln €",ACF Fiorentina,2021
José Callejón,"José Callejón            




            Ala destra",11/feb/1987 (35),"1,00 mln €",ACF Fiorentina,2021
Destiny Egharevba,"Destiny Egharevba            




            Ala destra",04/feb/2003 (19),100 mila €,ACF Fiorentina,2021
Aleksandr Kokorin,"Aleksandr Kokorin            




            Seconda punta",19/mar/1991 (31),800 mila €,ACF Fiorentina,2021
Filippo Distefano,"Filippo Distefano            




            Seconda punta",28/ago/2003 (18),300 mila €,ACF Fiorentina,2021
Dušan Vlahović,"Dušan Vlahović            




            Punta centrale",28/gen/2000 (22),"85,00 mln €",ACF Fiorentina,2021
Arthur Cabral,"Arthur Cabral            




            Punta centrale",25/apr/1998 (24),"14,00 mln €",ACF Fiorentina,2021
Krzysztof Piatek,"Krzysztof Piatek            




            Punta centrale",01/lug/1995 (26),"12,00 mln €",ACF Fiorentina,2021
Louis Munteanu,"Louis Munteanu            




            Punta centrale",16/giu/2002 (20),350 mila €,ACF Fiorentina,2021
Eljon Toci,"Eljon Toci            




            Punta centrale",09/gen/2003 (19),250 mila €,ACF Fiorentina,2021
Thomas Strakosha,"Thomas Strakosha  




            Portiere",19/mar/1995 (27),"7,00 mln €",SS Lazio,2021
Pepe Reina,"Pepe Reina            




            Portiere",31/ago/1982 (39),700 mila €,SS Lazio,2021
Marius Adamonis,"Marius Adamonis            




            Portiere",13/mag/1997 (25),150 mila €,SS Lazio,2021
Alessio Furlanetto,"Alessio Furlanetto            




            Portiere",07/feb/2002 (20),50 mila €,SS Lazio,2021
Giacomo Moretti,"Giacomo Moretti            




            Portiere",07/gen/2003 (19),50 mila €,SS Lazio,2021
Luiz Felipe,"Luiz Felipe            




            Difensore centrale",22/mar/1997 (25),"16,00 mln €",SS Lazio,2021
Patric,"Patric            




            Difensore centrale",17/apr/1993 (29),"5,50 mln €",SS Lazio,2021
Francesco Acerbi,"Francesco Acerbi            




            Difensore centrale",10/feb/1988 (34),"4,00 mln €",SS Lazio,2021
Denis Vavro,"Denis Vavro  




            Difensore centrale",10/apr/1996 (26),"3,00 mln €",SS Lazio,2021
Dimitrije Kamenovic,"Dimitrije Kamenovic  




            Terzino sinistro",16/lug/2000 (21),"1,50 mln €",SS Lazio,2021
Ștefan Radu,"Ștefan Radu            




            Terzino sinistro",22/ott/1986 (35),600 mila €,SS Lazio,2021
Adam Marusic,"Adam Marusic            




            Terzino destro",17/ott/1992 (29),"7,50 mln €",SS Lazio,2021
Elseid Hysaj,"Elseid Hysaj            




            Terzino destro",02/feb/1994 (28),"5,00 mln €",SS Lazio,2021
Romano Floriani Mussolini,"Romano Floriani Mussolini            




            Terzino destro",27/gen/2003 (19),75 mila €,SS Lazio,2021
Danilo Cataldi,"Danilo Cataldi            




            Mediano",06/ago/1994 (27),"5,00 mln €",SS Lazio,2021
Lucas Leiva,"Lucas Leiva            




            Mediano",09/gen/1987 (35),"1,00 mln €",SS Lazio,2021
Patryk Dziczek,"Patryk Dziczek            




            Mediano",25/mar/1998 (24),500 mila €,SS Lazio,2021
Marco Bertini,"Marco Bertini            




            Mediano",07/ago/2002 (19),100 mila €,SS Lazio,2021
Sergej Milinković-Savić,"Sergej Milinković-Savić  




            Centrale",27/feb/1995 (27),"70,00 mln €",SS Lazio,2021
Toma Bašić,"Toma Bašić            




            Centrale",25/nov/1996 (25),"8,00 mln €",SS Lazio,2021
Gonzalo Escalante,"Gonzalo Escalante            




            Centrale",27/mar/1993 (29),"2,50 mln €",SS Lazio,2021
Jean-Daniel Akpa Akpro,"Jean-Daniel Akpa Akpro            




            Centrale",11/ott/1992 (29),"2,00 mln €",SS Lazio,2021
Manuel Lazzari,"Manuel Lazzari            




            Centrocampista di destra",29/nov/1993 (28),"15,00 mln €",SS Lazio,2021
Luis Alberto,"Luis Alberto            




            Trequartista",28/set/1992 (29),"28,00 mln €",SS Lazio,2021
André Anderson,"André Anderson            




            Trequartista",23/set/1999 (22),"1,70 mln €",SS Lazio,2021
Mattia Zaccagni,"Mattia Zaccagni  




            Ala sinistra",16/giu/1995 (27),"18,00 mln €",SS Lazio,2021
Felipe Anderson,"Felipe Anderson            




            Ala sinistra",15/apr/1993 (29),"13,00 mln €",SS Lazio,2021
Jovane Cabral,"Jovane Cabral            




            Ala sinistra",14/giu/1998 (24),"5,50 mln €",SS Lazio,2021
Raúl Moro,"Raúl Moro            




            Ala sinistra",05/dic/2002 (19),"2,80 mln €",SS Lazio,2021
Jony,"Jony            




            Ala sinistra",09/lug/1991 (30),800 mila €,SS Lazio,2021
Pedro,"Pedro            




            Ala destra",28/lug/1987 (34),"3,00 mln €",SS Lazio,2021
Luka Romero,"Luka Romero            




            Ala destra",18/nov/2004 (17),"1,00 mln €",SS Lazio,2021
Ciro Immobile,"Ciro Immobile            




            Punta centrale",20/feb/1990 (32),"27,00 mln €",SS Lazio,2021
Vedat Muriqi,"Vedat Muriqi            




            Punta centrale",24/apr/1994 (28),"7,00 mln €",SS Lazio,2021
Felipe Caicedo,"Felipe Caicedo            




            Punta centrale",05/set/1988 (33),"1,50 mln €",SS Lazio,2021
Andrea Consigli,"Andrea Consigli            




            Portiere",27/gen/1987 (35),"1,50 mln €",US Sassuolo,2021
Giacomo Satalino,"Giacomo Satalino            




            Portiere",20/mag/1999 (23),200 mila €,US Sassuolo,2021
Gioele Zacchi,"Gioele Zacchi            




            Portiere",10/lug/2003 (18),125 mila €,US Sassuolo,2021
Samuele Vitale,"Samuele Vitale            




            Portiere",20/ago/2002 (19),100 mila €,US Sassuolo,2021
Gianluca Pegolo,"Gianluca Pegolo            




            Portiere",25/mar/1981 (41),100 mila €,US Sassuolo,2021
Gian Marco Ferrari,"Gian Marco Ferrari            




            Difensore centrale",15/mag/1992 (30),"7,00 mln €",US Sassuolo,2021
Kaan Ayhan,"Kaan Ayhan  




            Difensore centrale",10/nov/1994 (27),"5,00 mln €",US Sassuolo,2021
Ruan,"Ruan  




            Difensore centrale",07/giu/1999 (23),"5,00 mln €",US Sassuolo,2021
Vlad Chiricheș,"Vlad Chiricheș            




            Difensore centrale",14/nov/1989 (32),"1,80 mln €",US Sassuolo,2021
Filippo Romagna,"Filippo Romagna            




            Difensore centrale",26/mag/1997 (25),"1,50 mln €",US Sassuolo,2021
Edoardo Goldaniga,"Edoardo Goldaniga            




            Difensore centrale",02/nov/1993 (28),"1,00 mln €",US Sassuolo,2021
Rogério,"Rogério  




            Terzino sinistro",13/gen/1998 (24),"6,00 mln €",US Sassuolo,2021
Federico Peluso,"Federico Peluso            




            Terzino sinistro",20/gen/1984 (38),300 mila €,US Sassuolo,2021
Edoardo Pieragnolo,"Edoardo Pieragnolo            




            Terzino sinistro",03/gen/2003 (19),100 mila €,US Sassuolo,2021
Mert Müldür,"Mert Müldür            




            Terzino destro",03/apr/1999 (23),"7,00 mln €",US Sassuolo,2021
Jeremy Toljan,"Jeremy Toljan            




            Terzino destro",08/ago/1994 (27),"5,00 mln €",US Sassuolo,2021
Yeferson Paz,"Yeferson Paz            




            Terzino destro",13/giu/2002 (20),200 mila €,US Sassuolo,2021
Maxime Lopez,"Maxime Lopez            




            Mediano",04/dic/1997 (24),"15,00 mln €",US Sassuolo,2021
Francesco Magnanelli,"Francesco Magnanelli            




            Mediano",12/nov/1984 (37),400 mila €,US Sassuolo,2021
Davide Frattesi,"Davide Frattesi            




            Centrale",22/set/1999 (22),"20,00 mln €",US Sassuolo,2021
Matheus Henrique,"Matheus Henrique            




            Centrale",19/dic/1997 (24),"11,00 mln €",US Sassuolo,2021
Abdou Harroui,"Abdou Harroui  




            Centrale",13/gen/1998 (24),"3,00 mln €",US Sassuolo,2021
Pedro Obiang,"Pedro Obiang  




            Centrale",27/mar/1992 (30),"1,00 mln €",US Sassuolo,2021
Christian Aucelli,"Christian Aucelli            




            Centrale",14/giu/2002 (20),150 mila €,US Sassuolo,2021
Salim Abubakar,"Salim Abubakar            




            Centrale",06/apr/2003 (19),100 mila €,US Sassuolo,2021
Justin Kumi,"Justin Kumi            




            Centrale",16/lug/2004 (17),-,US Sassuolo,2021
Georgios Kyriakopoulos,"Georgios Kyriakopoulos            




            Centrocampista di sinistra",05/feb/1996 (26),"5,00 mln €",US Sassuolo,2021
Hamed Junior Traoré,"Hamed Junior Traoré            




            Trequartista",16/feb/2000 (22),"22,00 mln €",US Sassuolo,2021
Filip Djuricic,"Filip Djuricic            




            Trequartista",30/gen/1992 (30),"4,00 mln €",US Sassuolo,2021
Jérémie Boga,"Jérémie Boga            




            Ala sinistra",03/gen/1997 (25),"19,00 mln €",US Sassuolo,2021
Emil Konradsen Ceide,"Emil Konradsen Ceide            




            Ala sinistra",03/set/2001 (20),"2,00 mln €",US Sassuolo,2021
Lukas Haraslin,"Lukas Haraslin            




            Ala sinistra",26/mag/1996 (26),"1,70 mln €",US Sassuolo,2021
Riccardo Ciervo,"Riccardo Ciervo            




            Ala sinistra",01/apr/2002 (20),"1,50 mln €",US Sassuolo,2021
Asan Mata,"Asan Mata            




            Ala sinistra",18/ago/2003 (18),75 mila €,US Sassuolo,2021
Nicolás Schiappacasse,"Nicolás Schiappacasse            




            Ala sinistra",12/gen/1999 (23),-,US Sassuolo,2021
Domenico Berardi,"Domenico Berardi            




            Ala destra",01/ago/1994 (27),"35,00 mln €",US Sassuolo,2021
Brian Oddei,"Brian Oddei            




            Ala destra",18/set/2002 (19),900 mila €,US Sassuolo,2021
Giacomo Raspadori,"Giacomo Raspadori            




            Seconda punta",18/feb/2000 (22),"28,00 mln €",US Sassuolo,2021
Gianluca Scamacca,"Gianluca Scamacca  




            Punta centrale",01/gen/1999 (23),"30,00 mln €",US Sassuolo,2021
Luca Moro,"Luca Moro            




            Punta centrale",25/gen/2001 (21),"3,50 mln €",US Sassuolo,2021
Grégoire Defrel,"Grégoire Defrel            




            Punta centrale",17/giu/1991 (31),"3,00 mln €",US Sassuolo,2021
Francesco Caputo,"Francesco Caputo            




            Punta centrale",06/ago/1987 (34),"2,50 mln €",US Sassuolo,2021
Luigi Samele,"Luigi Samele            




            Punta centrale",09/apr/2002 (20),250 mila €,US Sassuolo,2021
Vanja Milinković-Savić,"Vanja Milinković-Savić            




            Portiere",20/feb/1997 (25),"2,50 mln €",Torino FC,2021
Etrit Berisha,"Etrit Berisha            




            Portiere",10/mar/1989 (33),800 mila €,Torino FC,2021
Luca Gemello,"Luca Gemello            




            Portiere",03/lug/2000 (21),300 mila €,Torino FC,2021
Alberto Milan,"Alberto Milan            




            Portiere",04/apr/2003 (19),100 mila €,Torino FC,2021
Bremer,"Bremer  




            Difensore centrale",18/mar/1997 (25),"35,00 mln €",Torino FC,2021
Wilfried Singo,"Wilfried Singo            




            Difensore centrale",25/dic/2000 (21),"15,00 mln €",Torino FC,2021
David Zima,"David Zima            




            Difensore centrale",08/nov/2000 (21),"7,00 mln €",Torino FC,2021
Alessandro Buongiorno,"Alessandro Buongiorno            




            Difensore centrale",06/giu/1999 (23),"4,00 mln €",Torino FC,2021
Koffi Djidji,"Koffi Djidji            




            Difensore centrale",30/nov/1992 (29),"3,00 mln €",Torino FC,2021
Armando Izzo,"Armando Izzo            




            Difensore centrale",02/mar/1992 (30),"2,80 mln €",Torino FC,2021
Andrei Anton,"Andrei Anton            




            Difensore centrale",23/ago/2003 (18),75 mila €,Torino FC,2021
Mohamed Salim Fares,"Mohamed Salim Fares            




            Terzino sinistro",15/feb/1996 (26),"4,00 mln €",Torino FC,2021
Ricardo Rodríguez,"Ricardo Rodríguez            




            Terzino sinistro",25/ago/1992 (29),"3,40 mln €",Torino FC,2021
Cristian Ansaldi,"Cristian Ansaldi            




            Terzino sinistro",20/set/1986 (35),700 mila €,Torino FC,2021
Samuele Angori,"Samuele Angori            




            Terzino sinistro",07/ott/2003 (18),200 mila €,Torino FC,2021
Mërgim Vojvoda,"Mërgim Vojvoda            




            Terzino destro",01/feb/1995 (27),"5,50 mln €",Torino FC,2021
Ola Aina,"Ola Aina            




            Terzino destro",08/ott/1996 (25),"3,50 mln €",Torino FC,2021
Samuele Ricci,"Samuele Ricci  




            Mediano",21/ago/2001 (20),"12,00 mln €",Torino FC,2021
Rolando Mandragora,"Rolando Mandragora            




            Mediano",29/giu/1997 (25),"10,00 mln €",Torino FC,2021
Tomás Rincón,"Tomás Rincón            




            Mediano",13/gen/1988 (34),"1,00 mln €",Torino FC,2021
Tommaso Pobega,"Tommaso Pobega            




            Centrale",15/lug/1999 (22),"16,00 mln €",Torino FC,2021
Saša Lukić,"Saša Lukić            




            Centrale",13/ago/1996 (25),"15,00 mln €",Torino FC,2021
Dennis Praet,"Dennis Praet  




            Centrale",14/mag/1994 (28),"13,00 mln €",Torino FC,2021
Karol Linetty,"Karol Linetty            




            Centrale",02/feb/1995 (27),"3,50 mln €",Torino FC,2021
